reach,grip_close,idle,drop,away,grasp_hold,success_bonus,partial_credit,align_shape,dense_align,builtin,n_drops,n_grasped_steps,_align,_rise,_certified,_steps,_total,_disc,outcome
0.0,0.0,-11.600000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,55.2743956689284,0,8,0.4349981073195901,0.12951502057249442,1,29,193.67439566892838,155.80568031061648,CERTIFIED
0.0,0.0,-11.200000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.17270683298551,0,8,0.8928058604455985,0.25475929756822224,1,28,196.9727068329855,159.9659174015906,CERTIFIED
0.0,0.0,-14.400000000000007,-5.0,0.0,0.0,150.0,0.0,0.0,0.0,90.17372132048479,1,15,0.1410116681837621,0.12519436304396003,1,36,220.77372132048478,174.18143228444794,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.65862714834125,0,8,0.15599807908605368,0.07353337982573205,1,24,198.05862714834126,166.2432055317284,CERTIFIED
0.0,0.0,-8.800000000000002,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.1955157528278,0,8,0.33271572964192275,0.15725862097683585,1,22,199.3955157528278,170.20047951373581,CERTIFIED
0.0,0.0,-11.200000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.86186222243545,0,8,0.29956066475958776,0.11155156296159674,1,28,196.66186222243545,159.69592849221712,CERTIFIED
0.0,0.0,-11.600000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.1840316238293,0,8,0.4779998628527734,0.15585688428658429,1,29,197.5840316238293,159.2980137324958,CERTIFIED
0.0,0.0,-12.800000000000006,-5.0,0.0,0.0,150.0,0.0,0.0,0.0,61.932213606345755,1,10,0.8788479035179813,0.09406430471912663,1,32,194.13221360634574,156.92527660910045,CERTIFIED
0.0,0.0,-8.400000000000002,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.990299184863076,0,8,0.6374102645945843,0.26854520208670907,1,21,201.59029918486308,173.60223706501625,CERTIFIED
0.0,0.0,-11.200000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.65716435504222,0,8,0.8163468664709526,0.28752463079405277,1,28,196.4571643550422,159.54733881507227,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.95479265451923,0,8,0.7410393138887849,0.1447951479232512,1,24,200.35479265451923,168.33058042227992,CERTIFIED
0.0,0.0,-10.400000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.26302477512194,0,8,0.3493311705610773,0.053181667145936085,1,26,197.86302477512194,163.38978224947834,CERTIFIED
0.0,0.0,-8.800000000000002,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.95056592368289,0,8,0.9270234291794834,0.1285169180543838,1,22,201.15056592368288,171.78732949681887,CERTIFIED
0.0,0.0,-8.000000000000002,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.67501432864749,0,8,0.6943845021792909,0.09406035089044518,1,20,201.67501432864748,175.08200127207473,CERTIFIED
0.0,0.0,-10.000000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.4004212690236,0,8,0.12321395765886789,0.13306488625153168,1,25,197.4004212690236,164.30733773342257,CERTIFIED
0.0,0.0,-11.600000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,56.80551702190296,0,8,0.5186749117317975,0.15178945193526838,1,29,195.20551702190295,157.11841853988975,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,56.965880772353024,0,8,0.6275993590727119,0.12636270145566308,1,24,197.36588077235302,165.61208023642843,CERTIFIED
0.0,0.0,-10.800000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,55.848513356619165,0,8,0.05943156270181793,0.12407332247786418,1,27,195.04851335661917,159.58062055598728,CERTIFIED
0.0,0.0,-12.800000000000006,-5.0,0.0,0.0,150.0,0.0,0.0,0.0,55.460964292789434,1,9,0.9719285657518071,0.17083922221211245,1,32,187.66096429278943,151.731313939487,CERTIFIED
0.0,0.0,-12.000000000000005,-5.0,0.0,0.0,150.0,0.0,0.0,0.0,59.00167392170795,1,9,0.03812119488366017,0.08111069188978226,1,30,192.00167392170795,157.39723877054035,CERTIFIED
0.0,0.0,-10.000000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.0276295836274,0,8,0.3082122907585705,0.12846054130546103,1,25,199.0276295836274,165.79116008093695,CERTIFIED
0.0,0.0,-11.600000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,54.686913195964486,0,8,0.301867331238888,0.15716574459816524,1,29,193.08691319596448,155.29741830651466,CERTIFIED
0.0,0.0,-11.600000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.25955862300681,0,8,0.8016288287302047,0.12930193927835754,1,29,196.6595586230068,158.43188155452236,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.769927478503824,0,8,0.7879433613427267,0.18232138818218824,1,24,199.1699274785038,167.22853848863753,CERTIFIED
0.0,0.0,-32.79999999999995,-75.0,0.0,0.0,150.0,0.0,0.0,0.0,159.81005195791857,15,43,0.9717424034714516,0.12984626085730855,1,82,202.01005195791862,164.21216586958082,CERTIFIED
0.0,0.0,-12.800000000000006,0.0,0.0,0.0,150.0,0.0,0.0,0.0,52.94983721734688,0,8,0.8074533656696988,0.3180561325580632,1,32,190.14983721734689,149.5825114917083,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,55.59832998951012,0,8,0.2893372792793375,0.08525936894643493,1,24,195.99832998951013,164.3911640316218,CERTIFIED
0.0,0.0,-12.000000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.346593836906976,0,8,0.3497613354568446,0.049182533425891184,1,30,196.34659383690698,156.88388075568957,CERTIFIED
